day,temperature,pressure
0,-0.034191689976822044,774.8357076505616
1,0.048980899181316574,743.0867849414408
2,0.053369987723918814,782.3844269050346
3,0.08566461617854325,826.1514928204012
4,0.027962960339552638,738.2923312638331
5,0.12727485962239418,738.293152152541
6,0.19604692727084105,828.9606407753696
7,0.3099300486707008,788.3717364576454
8,0.2877310798930169,726.5262807032524
9,0.424171833671205,777.1280021792983
10,0.1732207816885517,726.8291153593768
11,0.3514881351345017,726.7135123214872
12,0.31046148127316986,762.0981135783018
13,0.5230935594685855,654.33598776711
14,0.2645109601172824,663.7541083743483
15,0.2851069867071876,721.8856235379513
16,0.33117855430477344,699.3584439832788
17,0.21099771802587933,765.7123666297637
18,0.38465707763558715,704.5987962239394
19,0.38577251641762256,679.3848149332355
20,0.4943447679031967,823.2824384460777
21,0.5351689061411382,738.7111849756732
22,0.7022779787927176,753.3764102343962
23,0.6376364762393353,678.7625906893271
24,0.5162017343090117,722.7808637737409
25,0.5081127155249019,755.5461294854933
26,0.6609995852773359,692.4503211288849
27,0.5122282188742755,768.7849009172836
28,0.8305580086767979,719.9680655040597
29,0.7906183409977926,735.4153125103362
30,0.6566602292884672,719.9146693885301
31,0.5605892883216828,842.6139092254468
32,0.8701332238205761,749.3251387631033
33,0.7525007339611047,697.114453552205
34,0.9001859439796018,791.1272456051595
35,0.6537081490624281,688.9578175014489
36,0.7672890732631645,760.4431797502377
37,0.8438721229555383,652.0164938060112
38,0.86721748815725,683.5906975550785
39,0.8395880460615843,759.8430617934562
40,0.9594920909438794,786.9233289997705
41,0.818989346959267,758.5684140594985
42,0.9244542557016224,744.217585880588
43,0.9672693846767483,734.9448152205356
44,1.0221785112706343,676.0739004816286
45,1.0582579683742062,714.0077895802646
46,0.902620480855111,726.9680614520106
47,0.8810005610786144,802.8561113109458
48,1.1623226219905907,767.1809144784231
49,1.0896442558499084,661.8479922318633
50,1.0039034336213903,766.2041984697397
51,1.236074672531928,730.7458859791842
52,1.1163058775310286,716.1538999847021
53,1.2314720221745168,780.5838144420434
54,1.14151826861588,801.5499761247976
55,1.3435299159775804,796.5640059558099
56,1.3288118682718073,708.039123838868
57,1.1538184426956561,734.5393812074393
58,1.2820587406520572,766.5631715701782
59,1.264340495702113,798.777256356118
60,1.3450603365249614,726.0412881077355
61,1.1376573728839823,740.7170511668091
62,1.3049889891256157,694.6832512996986
63,1.3515884820416855,690.1896687959664
64,1.0975599250869972,790.6262911197099
65,1.1625365390245368,817.8120014285412
66,1.0923817730533354,746.3994939209833
67,1.2690361852239926,800.1766448946012
68,1.3716093278302743,768.0818012523818
69,1.454768496439247,717.7440122697437
70,1.329203867520848,768.0697802754207
71,1.4840431229964,826.9018283232984
72,1.2089128976204928,748.2086980445024
73,1.1861898435467169,828.2321827907003
74,1.3486266564793623,619.0127447955128
75,1.3969232220064038,791.0951252187612
76,1.364199947351196,754.3523534119086
77,1.1787577453347846,735.0496324767066
78,1.3706938516014542,754.5880388267751
79,1.2615750180962164,650.6215542699554
80,1.452300872717982,739.0164056081244
81,1.4282424590552811,767.8556285755873
82,1.309313222047345,823.8947022370758
83,1.3530648907644514,724.0864890863177
84,1.3049600492862254,709.5753198553406
85,1.401590353049193,724.9121478207732
86,1.499808572254451,795.7701058851037
87,1.319083543169294,766.4375554829842
88,1.460896489705572,723.511989811648
89,1.3646789458629829,775.6633716556678
90,1.3406889005213585,754.8538774674021
91,1.4055668777717065,798.4322495266445
92,1.3180818163889045,714.8973453061324
93,1.3628952435443324,733.6168926701116
94,1.3013073092869853,730.3945923433921
95,1.5976707152057124,676.824252593394
96,1.4142573969031307,764.8060138532288
97,1.342872862272601,763.0527636089945
98,1.4262775211324266,750.2556728321231
99,1.3925336113871218,738.2706433312427
100,1.3788657735496264,679.2314628974793
101,1.4536300463919278,728.9677338617321
102,1.4628572205108545,732.8642741736616
103,1.3369280243996386,709.886136538919
104,1.3275740299489391,741.9357144166995
105,1.3503914282148541,770.2025428407269
106,1.1536819733216206,844.3092950605266
107,1.2214354616044392,758.728890641592
108,1.4860374565902348,762.8775195361383
109,1.505104369515052,746.2777042116917
110,1.3192943295888928,654.0614392350479
111,1.3891061430401197,748.6743062275392
112,1.3558278397718435,753.0115104970513
113,1.6076736079972727,873.1621056242643
114,1.4141433637791423,740.3819517609438
115,1.2872353928478995,765.0773671166806
116,1.1994693648571066,748.2644115147378
117,1.1279581785486823,691.5660981190234
118,1.2877264376934938,807.141140725751
119,1.1863822427225232,787.5966516343387
120,1.1123348297472824,789.5515973521524
121,1.1736276853365355,704.530627260263
122,1.120586496510393,820.139715546805
123,1.36877224005041,679.907446860386
124,1.2801315926790162,779.3428546900135
125,1.1832192330680118,859.5227812904989
126,1.3097740552868464,700.4731837434656
127,1.163876557508661,721.6851135198614
128,1.061310427969766,754.982568254382
129,1.27123469933204,724.8262172941901
130,1.1637088771758357,672.4668284466934
131,1.000129787232384,753.4281487403014
132,1.064329968346776,696.8848143136947
133,0.983972772911648,773.679621531759
134,0.9200665222000783,704.0287882883099
135,1.1209589969440268,827.4967202508769
136,1.1967432404463807,710.8373353831881
137,0.868257994283246,733.8969241897162
138,1.0355421539489595,790.6758608684835
139,0.9036325946632743,688.4567841783022
140,0.901078995152186,761.3729967302065
141,0.8729427816545717,815.3571377141214
142,0.8288745397971691,669.6258382719386
143,0.8960078751345698,759.2316929266152
144,0.7941834740796215,762.9941397124212
145,0.8785785072796292,789.0911435888655
146,0.8288473098749408,688.1524644560959
147,0.7912950317771134,683.9771693457861
148,0.7083250849414001,776.0970782808449
149,0.7192037239346077,764.8492336616594
150,0.8241216785919411,762.5246425172938
151,0.7794540203532381,767.3224104748488
152,0.6193450916269697,715.9987639210755
153,0.6995841057213488,761.6126848580502
154,0.7396265462010472,764.6536236649341
155,0.4901987064881536,714.2824290986816
156,0.6767761475689791,843.2887255572379
157,0.5413334256142943,773.6916460455893
158,0.6353360256701162,690.4348251398676
159,0.4875063342019497,782.8276804316915
160,0.3670224975162714,701.2659164886339
161,0.36113189066097356,789.3542301871227
162,0.49613644479275215,807.9297789503702
163,0.4931786233523307,708.9658840824145
164,0.360578871011,798.1688064622161
165,0.4826760662461941,770.6390463468249
166,0.24287293748218472,791.1030079997245
167,0.3696739277280194,844.8396491326973
168,0.23838972861161137,737.7305941998565
169,0.267425086179025,712.3131917821255
170,0.30954861104359993,705.5242785187238
171,0.20029786550952497,709.209485751728
172,0.22122138855636184,746.1449145292947
173,0.32820550006990656,767.0575987408322
174,0.15515057158675633,763.834539966501
175,0.26405171210238554,791.3591624518012
176,0.05490083710665432,750.6500945938953
177,0.1869467188784472,822.6767038578658
178,0.24856132446664672,736.7671583381021
179,-0.14407245217556283,886.008458329481
180,-0.010689201068993837,781.2833673882503
181,0.09436090425599102,707.1421221791859
182,-0.003382048107245323,696.4553750969444
183,0.026363952719444778,774.1236207621592
184,-0.08973727640812608,738.8268607337075
185,-0.04902068624130249,785.7000247046046
186,-0.09610241188587444,773.6618812286772
187,0.00423613630252074,746.3585543671563
188,-0.1059637938431535,707.6603140965798
189,-0.12231113112740503,674.2576387657068
190,-0.2169972209902171,727.674252396649
191,-0.24820361045340866,792.8199397161736
192,-0.26703781904360663,760.7046872065102
193,-0.21313255588438643,687.7130610644006
194,-0.31376951503533,758.6590462925591
195,-0.2706504291887924,769.2658689864419
196,-0.1262557033812026,705.8071281899433
197,-0.26322941167916314,757.6862552972764
198,-0.39942875296520064,752.9104359222999
199,-0.2790482707773221,692.8514851084689
200,-0.45381835860877223,767.8893680174142
201,-0.6304185953175638,778.0392263184117
202,-0.556471264641249,804.1525621587639
203,-0.6605661069873555,802.6901026017451
204,-0.540280003431354,681.1165316021454
205,-0.5280402753670108,703.1087480042438
206,-0.3943839584918056,775.751763360433
207,-0.543687115952025,775.6892975456104
208,-0.617180418199222,775.7523843153024
209,-0.5403888970781218,942.636574532736
210,-0.8483496750265941,778.5445255346583
211,-0.6395545367901171,806.7782820090299
212,-0.6105078632091219,797.7000881746601
213,-0.8434053094817456,782.5695625652899
214,-0.617470006362928,734.2365377679827
215,-0.713987589301671,787.9484610246634
216,-0.8054374804378441,711.3587392731214
217,-0.7270354404872148,738.1590696629995
218,-0.5928725035089699,725.7318226085448
219,-0.8092988556783095,754.0937069693161
220,-0.8225938276536229,865.7329283336754
221,-0.9084941957700616,656.6367403704126
222,-0.9642859892400437,784.3130095187257
223,-0.8248855834919768,669.3642064405174
224,-1.0021430775719777,726.4034067105283
225,-0.9330419149747565,804.4475298483683
226,-1.0026918488229584,753.2140009547732
227,-0.9302974822112293,696.1127611035347
228,-0.9613493828027935,714.2348145370016
229,-0.9121640768498864,783.9798874467338
230,-1.0746250414173024,713.4816684141432
231,-1.0684896032042686,760.8229294790988
232,-1.1513842706271524,752.2785919951907
233,-1.116916065403316,717.4199826197091
234,-1.0550988794319855,857.1972044662663
235,-1.0345577790523899,781.6959511159006
236,-1.207504180223955,648.7428706671196
237,-1.053369852030872,759.3227157384714
238,-1.0218183686505073,716.9106767615806
239,-1.1243770686779315,792.6216667398112
240,-1.0001338985515422,710.373963078365
241,-1.2628215241944072,744.2631779266551
242,-1.3199600156050824,775.2493639490228
243,-1.3826905890748746,793.2877597085061
244,-1.0865025635203296,689.9851796472112
245,-1.1774654534820703,733.2749382079526
246,-1.2556594177754192,726.2527344419522
247,-1.235059682523224,717.3335383713144
248,-1.3779812097817727,838.2727120140548
249,-1.0520259497989077,770.2490855480478
250,-1.2799554927618264,686.9558022832477
251,-1.2912928549541047,795.8930973527388
252,-1.242352741005341,856.1078098506316
253,-1.274088571908893,801.6232630275573
254,-1.3065966717787267,674.0315017022994
255,-1.4099950741762948,725.7882963566874
256,-1.2987091357088303,813.3455574593312
257,-1.1730339184742549,714.616526719061
258,-1.2302602630874915,772.1909714073114
259,-1.213243975695866,788.7317026714668
260,-1.4172522530303058,703.6534764210959
261,-1.4677833783945917,747.02373219691
262,-1.3915527963396703,587.9366329965463
263,-1.3791435643125924,698.7806179332855
264,-1.2856506368766587,737.3715924303419
265,-1.5518363606287247,687.6108409017576
266,-1.251961294399834,831.6205651965818
267,-1.4138512195206192,678.4929311019683
268,-1.4417726987763673,727.9977756651508
269,-1.499058514533608,756.5370288643046
270,-1.5613429905734646,822.0636644533058
271,-1.3294244996261493,678.206892441028
272,-1.4009557183285823,808.158187607748
273,-1.5298157061022775,750.5116530509794
274,-1.5304021029620125,700.9245674476025
275,-1.439781810658491,773.1051737131636
276,-1.250320272875367,759.9529847786735
277,-1.4307266727048968,719.9891561420602
278,-1.5462246786085259,753.490104249501
279,-1.4258696301701688,730.734320156912
280,-1.4260074645972547,755.6758672625624
281,-1.651396386687253,783.1065337260524
282,-1.3993935892508462,829.3008408072676
283,-1.4123747073869175,688.1092250586576
284,-1.3210344779110896,856.6516687328133
285,-1.2080438457749296,652.395610023875
286,-1.27116549057369,742.4107452482208
287,-1.3972390633181417,779.4158603242288
288,-1.4703930527251072,764.0495933867517
289,-1.1178684463753386,718.8650240089703
290,-1.3480359737958167,739.5938874821362
291,-1.3453873675285395,725.3499532670584
292,-1.341657575452601,720.5317621527894
293,-1.31302895794981,792.4801048510512
294,-1.3371604348212516,767.8507742982524
295,-1.369075179382468,715.3545202369673
296,-1.3576621849395383,794.9799937716625
297,-1.2999871589676812,765.3649760438304
298,-1.3383977261735214,790.643105941948
299,-1.3443009971448903,781.4814420961806
300,-1.2567503232318056,708.5502494538964
301,-1.2799709508066586,721.9909479901515
302,-1.1032092415207921,787.3646802561631
303,-1.4828062123664634,780.5185132716732
304,-1.1185838241312607,748.9549203017926
305,-1.09175772235603,755.8663691654391
306,-1.3916143921321638,813.8832447894213
307,-1.2156994420924485,720.4214305582085
308,-1.2050652389358565,777.3548690585019
309,-1.288910582708294,739.8903673783053
310,-1.2155995512077764,739.115939838639
311,-1.2325529100262878,804.9388425993595
312,-0.9483415514543941,791.2708174494015
313,-1.0101759309239884,790.6754818000319
314,-0.9631921679953387,815.2739403577165
315,-0.9992705249422016,751.050192081638
316,-1.157490746742265,784.0976485647482
317,-1.084264434745364,734.4866621703272
318,-0.9721935665005978,766.2083176244221
319,-1.116384624673555,743.4928472816158
320,-0.9169898703379344,754.8497982496359
321,-0.989216709970261,779.7578512718457
322,-0.9840728130165165,709.0889658383264
323,-0.863771777356424,854.619363784273
324,-0.8705140496963444,699.6991309250149
325,-0.9276815719963568,689.2905693606134
326,-0.7656618055660345,807.9055436750034
327,-0.9574072716175476,789.5831346981468
328,-0.7782380718890654,781.2059908526078
329,-0.7607224938221354,781.417275463214
330,-0.8257881738781235,749.3876613576542
331,-0.7458009657632029,705.1372814257085
332,-0.873904074384609,753.7902279096863
333,-0.6485380799889645,716.1419144243944
334,-0.7321103723241608,798.7559866708875
335,-0.7428788698039914,742.6471309248931
336,-0.573678348872427,708.7251401603744
337,-0.717295938863842,733.9307079173503
338,-0.7619461601155304,770.6465727137812
339,-0.7540725728784134,721.8137723598013
340,-0.5284820661642867,708.8889802216785
341,-0.6838910383175769,762.1843605745956
342,-0.37581421104367885,762.2483285554362
343,-0.7144905933881043,724.6528412314435
344,-0.3361375342050653,726.4480847190839
345,-0.4531648836774563,761.6024968678818
346,-0.45918334527971205,677.5957829251338
347,-0.4782915170897873,679.6268112811722
348,-0.36620676527841683,714.0777889373782
349,-0.3839901515643081,739.3276424144076
350,-0.253136783187263,765.5453782799002
351,-0.3226925252617445,823.7678108474776
352,-0.29564250379919027,792.8829811601009
353,-0.32027466047074954,742.0030735018287
354,-0.2675727975588564,749.0491896048655
355,-0.209324537164965,699.8735317681096
356,-0.3753099857233927,749.0743432003806
357,-0.3171857225181193,735.5670680539931
358,-0.09619468486838698,766.1359280169045
359,-0.1259239376482822,708.6384528223839
360,-0.13513023689912756,775.9673257120586
361,-0.09184039371441248,826.6369456501288
362,-0.03659154607087861,744.5619925771571
363,-0.09583952632960553,770.0855861049471
364,-0.09399640930210956,784.5071995855557
